gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
;;Qingdao Crystal Clear Glass Company, Ltd.;Interior Finishings & Home Living;Qingdao, Shandong;China;W8482;https://www.buildersshow.com/exhibitor/qingdaocrystalclearglasscompan;;Product;No Website Found;;;;offline_dossier/detailed_reports/qingdao-crystal-clear-glass-company-ltd/report.md;;;
;;Qingdao Fortune Wood Products Co., Ltd.;Building Materials;Qingdao, Shandong;China;W8760;https://www.buildersshow.com/exhibitor/qingdaofortunewoodproductscolt;;Product;No Website Found;;;;offline_dossier/detailed_reports/qingdao-fortune-wood-products-co-ltd/report.md;;;
;;Qingdao Hampton New Material Co., Ltd.;Building Materials;Qingdao, Shandong;China;W9240;https://www.buildersshow.com/exhibitor/qingdaohamptonnewmaterialcoltd;HQ Company located in Qingdao West Coast New Area, China. We specialize in wooden primed products and shutters for global markets since 2012.with an 18,000㎡ facility and 100+ employees, we ensure precision and durability using premium materials like radiata pine, MDF, etc. while accommodating custom requests. All products are export oriented, combining cost-effectiveness with strict quality control. We aim to empower overseas partners with reliable, high-value solutions.;Product;No Website Found;;;;offline_dossier/detailed_reports/qingdao-hampton-new-material-co-ltd/report.md;wooden primed products, shutters;custom requests accommodation, export-oriented solutions;qingdaohamptonnewmaterial.com
;;Qingdao Reger Steel Structure Co., Ltd.;Building Materials;Qingdao, Shandong;China;W8359;https://www.buildersshow.com/exhibitor/qingdaoregersteelstructurecolt;Qingdao Reger Steel Structure Co., Ltd. is specialized in designing, fabrication and installation of high-quality steel structure warehouse, workshop, aircraft hangar ,poultry house, prefabricated commercial steel buildings. As a leading steel building manufacturer of north China, covering an area of 150,000 sqm, an annual capacity of 800,000 tons, providing advanced equipment, professional designing team and strict quality control, you are welcomed to visit us.;Product;No Website Found;;;;offline_dossier/detailed_reports/qingdao-reger-steel-structure-co-ltd/report.md;steel structure warehouse, workshop, aircraft hangar, poultry house, prefabricated commercial steel buildings;designing, fabrication, installation;qingdaoregersteelstructure.com
;;Qingyuan Leyou Household Products Co., Ltd.;Interior Finishings & Home Living;Qingyuan, Guangdong;China;W7643;https://www.buildersshow.com/exhibitor/qingyuanleyouhouseholdproducts;Qingyuan Leyou Household Products Co., Ltd. was established in 2013 in Qingyuan City, Guangdong. It has a 16,000㎡ standard production workshop. Just 40 minutes from Guangzhou Airport, it's convenient for visits and air shipping. Our factory aims to transform living spaces and specializes in various innovative household window covering products like outdoor & indoor window blinds & shades, window curtains & drapes ,and curtain accessories, emphasizing design, functionality and quality. Offer one-stop intelligent home decoration solutions for individuals, enterprises, and engineering projects alike. We have obtained certifications from renowned international bodies such as TUV and SGS, and adhere to the ISO standards. In addition, our products have obtained a wide range of international certifications, including CE, FCC, IC, ROHS, UL GREENGUARD, OEKO - TEX® STANDARD 100, and REACH SVHC. Notably, our products also possess NFPA701 and CAN/ULC - S109 certifications, which ensure their excellent fire - resistance performance, providing a high - level of safety in case of fire hazards. We prioritize child safety through rigorous production processes and strict quality control. Our newly designed chain guard, safety wand, and advanced cordless and motorized product lines are certified as 'Best for Kids,' ensuring a safe environment for both children and pets. Furthermore, we hold multiple domestic and international patents, demonstrating our innovation. These certifications and patents prove our commitment to quality, safety, and industry standards. Mainly targeting the USA, Canada and Europe markets, building long-term partnerships and a good overseas reputation. We look forward to collaborating with you and creating beautiful living spaces together.;Product;No Website Found;;;;offline_dossier/detailed_reports/qingyuan-leyou-household-products-co-ltd/report.md;outdoor window blinds, indoor window blinds, window shades, window curtains, drapes, curtain accessories;one-stop intelligent home decoration solutions, child safety through rigorous production processes and strict quality control;leyouhouseholdproducts.com
;;Quaker Window and Doors;Building Materials;Freeburg;Missouri;W3043;https://www.buildersshow.com/exhibitor/quakerwindowproducts;;Product;No Website Found;;;;offline_dossier/detailed_reports/quaker-window-and-doors/report.md;;;
n;;Quality Builders Warranty (QBW);Business Management & Professional Services;Camp Hill;Pennsylvania;S6083;https://www.buildersshow.com/exhibitor/qbwc;Quality Builders Warranty is the nation’s premier 10-year new home warranty program. As a result of QBW’s integrity and stringent screening process, we are recognized as the most selective 10-year warranty program in the industry. QBW is backed by Liberty Mutual, one of the nation’s largest insurers. Making us the only warranty program operating with backing by a nationally licensed insurance company of this size. Home builders that display the QBW Logo bear the mark of integrity, having passed a strict set of standards. These “Builders of Integrity” strive for excellence, consistently creating quality homes and providing dedicated service to their customers. Homebuyers obtain peace of mind when they select a builder approved by QBW.;Service;No Website Found;;;;offline_dossier/detailed_reports/quality-builders-warranty-qbw/report.md;10-year new home warranty program;screening process for builders, approval of builders, integrity certification for builders;qualitybuilderswarranty.com
;;Quanzhou Road Facility Co., Ltd.;Building Materials;Quanzhou, Fujian;China;W8651;https://www.buildersshow.com/exhibitor/quanzhouroadfacilitycoltd;;Product;No Website Found;;;;offline_dossier/detailed_reports/quanzhou-road-facility-co-ltd/report.md;;;
n;;Quattrolifts USA;Construction Tools, Systems, Equipment, & Safety;Vernon;California;S12147;https://www.buildersshow.com/exhibitor/quattroliftsusa;;Product;No Website Found;;;;offline_dossier/detailed_reports/quattrolifts-usa/report.md;;;
;;Quebec Wood Export Bureau (QWEB);Building Materials;Quebec City;Canada;W6754;https://www.buildersshow.com/exhibitor/quebecwoodexportbureauqweb;"The Quebec Wood Export Bureau (QWEB) is a non-profit organization created in 1996 whose mission is to develop export markets for wood products from Quebec, to ensure access of these products on the markets and to promote the use of wood in all markets, as regional, provincial and international. QWEB has about 125 export companies in five different groups: softwood lumber and value-added softwood; hardwood lumber and added value hardwood; wood flooring; wood construction; and wood pellets. To achieve its objectives regarding market development and market access, besides the managers who work for each group, QWEB also has specialists in three overseas offices: United Kingdom (Salisbury), Japan (Tokyo) and the United States (Vermont). Finally, for several years, QWEB is actively involved in several major international negotiating tables where wood material is considered as a concrete way to tackle climate change. This is the case of the Sustainable Buildings and Climate Initiative of the United Nations Environment Programme (UNEP).";Product;No Website Found;;;;offline_dossier/detailed_reports/quebec-wood-export-bureau-qweb/report.md;softwood lumber, value-added softwood, hardwood lumber, added value hardwood, wood flooring, wood construction, wood pellets;develop export markets for wood products, ensure access to markets, promote the use of wood, international negotiation on climate change regarding wood material;quebecwoodexportbureau.com
;;QuFresh;Building Materials;Mineral Wells;Texas;W4491;https://www.buildersshow.com/exhibitor/qufresh;;Product;No Website Found;;;;offline_dossier/detailed_reports/qufresh/report.md;;;
;;Quickflash Products;Building Materials;Las Vegas;Nevada;W5083;https://www.buildersshow.com/exhibitor/quickflashproducts;;Product;No Website Found;;;;offline_dossier/detailed_reports/quickflash-products/report.md;;;
;;Quickscreen Fencing & screening;Outdoor Living, Leisure, & Modular Structures;Ventura;California;S8196;https://www.buildersshow.com/exhibitor/quickscreenfencingscreening;;Product;No Website Found;;;;offline_dossier/detailed_reports/quickscreen-fencing-screening/report.md;;;
;;Quickscreen Fencing & Screening;Outdoor Living, Leisure, & Modular Structures;Ventura;California;S8196;https://www.buildersshow.com/exhibitor/aluminumoutlet;;Product;;;;;;;;
n;;Quotr.io;Business Management & Professional Services;Castro Valley;California;S2014;https://www.buildersshow.com/exhibitor/quotrio;Quotr is an AI-powered construction cost and procurement platform that turns design data into real-time, trade-level cost estimates, helping residential builders and developers make faster, more confident decisions from early design to material purchasing.;Service;No Website Found;;;;offline_dossier/detailed_reports/quotr-io/report.md;AI-powered construction cost platform, procurement platform;real-time cost estimation, trade-level cost estimation, material purchasing assistance;quotr.io
;;Quzhou Gohigh Plastic Co., Ltd;Outdoor Living, Leisure, & Modular Structures;Quzhou, Zhejiang;China;W8650;https://www.buildersshow.com/exhibitor/quzhougaoheplasticcoltd;;Product;No Website Found;;;;offline_dossier/detailed_reports/quzhou-gohigh-plastic-co-ltd/report.md;;;
;;QXO;Building Materials;Greenwich;Connecticut;W3931;https://www.buildersshow.com/exhibitor/qxo;;Product;No Website Found;;;;offline_dossier/detailed_reports/qxo/report.md;;;
;;R+L Global Logistics;Building Materials;Ocala;Florida;W7183;https://www.buildersshow.com/exhibitor/rlgloballogistics;;Product;No Website Found;;;;offline_dossier/detailed_reports/r-l-global-logistics/report.md;;;
;;Rada Kitchens & Formino;Interior Finishings & Home Living;Bradford;Ontario, Canada;S16059;https://www.buildersshow.com/exhibitor/radakitchens;Rada Kitchens is a bespoke kitchen design and installation company specializing in stylish, high-quality, and functional kitchens tailored to each client’s lifestyle, with particular expertise in mid- and high-rise developments. The brand focuses on combining contemporary aesthetics with practical layouts, using premium materials, smart storage solutions, and modern appliances to create spaces that are both beautiful and efficient, even within the unique constraints of multi-residential buildings. From initial consultation and personalized design concepts through to professional installation and coordination with builders and developers, Rada Kitchens delivers a seamless, end-to-end service that transforms kitchens into standout features in modern mid- and high-rise projects.;Product;No Website Found;;;;offline_dossier/detailed_reports/rada-kitchens-formino/report.md;bespoke kitchens, stylish kitchens, high-quality kitchens, functional kitchens, contemporary aesthetic kitchens, kitchens for mid- and high-rise developments, premium material kitchens, smart storage kitchens, modern appliance kitchens;kitchen design, kitchen installation, consultation, personalized design concepts, professional installation, coordination with builders, coordination with developers;radakitchensformino.com
;;RadonAway;Building Materials;Ward Hill;Massachusetts;W5377;https://www.buildersshow.com/exhibitor/spruceradonaway;"RadonAway®, a Spruce brand, is at the forefront of radon and vapor intrusion (VI) mitigation and is the world’s leading manufacturer and distributor of radon testing and mitigation products and accessories, including mitigation fans, radon testing devices, and related products and supplies. Our booth spotlights products for New Construction Radon Systems (RRNC), including the industry's most popular radon and vapor intrusion fans and blowers, our exclusive RSA1 radon system monitor; our unique Radon-T; and an array of radon and VI mitigation fans and system components and accessories. RadonAway also offers an extensive selection of inline ventilation fans and the AIRaider™ water aeration equipment for waterborne radon removal.";Product;No Website Found;;;;offline_dossier/detailed_reports/radonaway/report.md;mitigation fans, radon testing devices, RSA1 radon system monitor, Radon-T, inline ventilation fans, AIRaider™ water aeration equipment;;radonaway.com
;;RAINWORTHS, INC.;Interior Finishings & Home Living;City of Industry;California;S10147;https://www.buildersshow.com/exhibitor/rainworthsinc;COMPANY PROFILE Own Brands: It owns the high-end bathroom brand SR SUN RISE and 5 sub-brands. International Markets: Its products are exported to countries including the United States, Canada, Mexico, Germany, France, the United Kingdom, Italy and Spain. Leading Market Share: Thanks to its outstanding performance on Amazon, the brand has become one of the industry leaders, holding a 20% share in the market. Sales Capability: It boasts continuously growing sales performance and a stable customer base. Trademark Protection: It has applied for trademark protection in multiple countries and regions, such as China, the United States, the European Union, Canada and Japan. Subsidiaries: The company has 4 subsidiaries in the United States, and 1 subsidiary each in Germany, Canada, Mexico and Malaysia. R&D Capability: It has achieved the transformation of 30 scientific and technological achievements and obtained protection for 30 national utility model patents. Production Capability: It has its own manufacturing plant in Jiangmen, China. Advanced technical equipment, high-standard quality control, effective time management, team collaboration and safety awareness ensure product quality and production efficiency.;Product;No Website Found;;;;offline_dossier/detailed_reports/rainworths-inc/report.md;;;rainworths.com
n;;Ram Board/Surface Shields/Trimaco;Construction Tools, Systems, Equipment, & Safety;Morrisville;North Carolina;S11153;https://www.buildersshow.com/exhibitor/surfaceshieldsinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/ram-board-surface-shields-trimaco/report.md;;;
n;;Ram Professional;Construction Tools, Systems, Equipment, & Safety;Auburn Hills;Michigan;S9163;https://www.buildersshow.com/exhibitor/ramprofessional;Ram delivers a full lineup of work-ready commercial vehicles designed to meet the demands of today’s businesses—from the light-duty Ram 1500 to heavy-duty 2500/3500 models, 3500/4500/5500 Chassis Cab, and versatile ProMaster vans. The Ram Chassis Cab lineup is engineered with features that simplify upfitting and enhance productivity for both customers and upfit partners. Through Ram Professional, the brand is making significant investments in process, execution, and resources, with a clear focus on commercial customers. This includes dedicated B2B expertise, tailored sales solutions, and specialized service support—ensuring businesses have the tools, vehicles, and support they need to get the job done. Learn more at ramtrucks.com;Product;No Website Found;;;;offline_dossier/detailed_reports/ram-professional/report.md;Ram 1500, Ram 2500/3500, Ram 3500/4500/5500 Chassis Cab, ProMaster vans;B2B expertise, tailored sales solutions, specialized service support;ramtrucks.com
;;Ram Steel Framing;Building Materials;Miami;Florida;W7191;https://www.buildersshow.com/exhibitor/ramsteelframing;We provide the best steel framing products and Innovative steel drywall studs that sets a new industry benchmark for high performance that use the highest quality raw materials while providing fast convenient delivery with Low lead times with flexible delivery options to your locations. We always aim to bring the highest standards, best service and the easiest process for your steel framing and accessories.;Product;No Website Found;;;;offline_dossier/detailed_reports/ram-steel-framing/report.md;steel framing products, steel drywall studs, steel framing accessories;fast convenient delivery, flexible delivery options;ramsteelframing.com
;;Rapidmodul Building Systems LLC;Building Materials;ORLANDO;Florida;W7671;https://www.buildersshow.com/exhibitor/rapidmodulbuildingsystemsllc;RapidModul designs, manufactures, transports, and builds with next-generation modular wall and roof systems using Miami-Dade-approved MgO SIP panels. Every component we use is engineered to exceed industry standards by far — delivering unmatched strength, insulation, and durability. This superiority drives key advantages: dramatically lower maintenance, faster construction, enhanced resilience, and long-term cost savings. We serve both residential and commercial markets with a complete, end-to-end building solution built for the future.;Product;No Website Found;;;;offline_dossier/detailed_reports/rapidmodul-building-systems-llc/report.md;modular wall systems, roof systems, MgO SIP panels;design, manufacturing, transportation, construction;rapidmodulbuildingsystems.com
n;;RBI Private Lending;Construction Tools, Systems, Equipment, & Safety;Miami;Florida;W7393;https://www.buildersshow.com/exhibitor/rbiprivatelending;;Product;No Website Found;;;;offline_dossier/detailed_reports/rbi-private-lending/report.md;;;
;;R-Control SIPS, LLC;Building Materials;Hillsboro;Texas;W4659;https://www.buildersshow.com/exhibitor/sipastructuralinsulatedpanelas;;Product;No Website Found;;;;offline_dossier/detailed_reports/r-control-sips-llc/report.md;;;
;;Readyslate;Building Materials;Savannah;Georgia;W5966;https://www.buildersshow.com/exhibitor/readyslate;READYSLATE® is the first pre-assembled real slate roofing system, developed and patented by the world leaders in slate production. READYSLATE® panels are composed of 4 high quality, hand-quarried pieces of natural slate, mounted on a Waterproof HDPE backing. Its modular design ensures complete waterproofing and seamless integration with any existing roof elements, even low pitch roofs. All the characteristics and benefits of READYSLATE® make it one of the most innovative roofing products in the market.;Product;No Website Found;;;;offline_dossier/detailed_reports/readyslate/report.md;READYSLATE® pre-assembled real slate roofing system;;readyslate.com
n;;Real Torch;Business Management & Professional Services;Winfield;West Virginia;W5653;https://www.buildersshow.com/exhibitor/realtorch;Real Torch is a market intelligence company for homebuilders. Our AI research agent, Atlas, delivers market intelligence in minutes, not months. We answer the questions that keep you up at 3am: How much should I pay for this lot? How fast will these homes sell? What are my competitors doing? What square footage actually moves in this market? What Atlas delivers: Demographics and buyer pool analysis. Competitive pricing intelligence. Absorption forecasts that tell you how long your specs will sit. School district data (because buyers always ask). CMA generation for bank loans. Off-market transaction data you can't get from MLS. What you avoid: $15K feasibility studies that take months. The 25 browser tabs of DIY research. Mispricing a home and watching it sit. Overpaying for land because you didn't know what sold down the street. We built Atlas because builders shouldn't need a six-figure research budget to make confident development decisions. Tell us a ZIP code. We'll show you what we see. Startup Zone, IBS 2026;Service;No Website Found;;;;offline_dossier/detailed_reports/real-torch/report.md;Atlas AI research agent;Demographics and buyer pool analysis, Competitive pricing intelligence, Absorption forecasts, School district data, CMA generation for bank loans, Off-market transaction data;realtorch.com
;;Real Wood Floors;Interior Finishings & Home Living;West Plains;Missouri;S14123;https://www.buildersshow.com/exhibitor/realwoodfloors;;Product;No Website Found;;;;offline_dossier/detailed_reports/real-wood-floors/report.md;;;
n;;Realtor.com New Construction;Business Management & Professional Services;Austin;Texas;S2049;https://www.buildersshow.com/exhibitor/realtorcom;;Service;No Website Found;;;;offline_dossier/detailed_reports/realtor-com-new-construction/report.md;;;
;;Red Devil Inc.;Building Materials;Tulsa;Oklahoma;W7267;https://www.buildersshow.com/exhibitor/reddevilinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/red-devil-inc/report.md;;;
;;Redwood Outdoors Co.;Outdoor Living, Leisure, & Modular Structures;Kent;Washington State;S1169;https://www.buildersshow.com/exhibitor/redwoodoutdoorsco;Redwood Outdoors is a U.S.-based outdoor wellness company specializing in premium saunas and cold plunge systems designed for at-home use. Inspired by traditional Finnish sauna culture and modern recovery practices, we focus on creating durable, thoughtfully designed products that support everyday wellness and long-term performance.;Product;No Website Found;;;;offline_dossier/detailed_reports/redwood-outdoors-co/report.md;saunas, cold plunge systems;;redwoodoutdoorsco.com
;;Regal Luxe Marble;Interior Finishings & Home Living;Las Vegas;Nevada;S15004;https://www.buildersshow.com/exhibitor/regalluxemarble;Regal luxe Marble — Redefining Natural Stone Innovation Regal luxe Marble stands at the forefront of architectural luxury, pioneering the world’s most advanced Ultra-Thin Marble Technology. Our signature collections feature natural stone sheets as thin as 1mm, combining the timeless elegance of stone with modern engineering innovation. Through precision craftsmanship and cutting-edge lamination processes, Regal luxe transforms the heaviest of materials into lightweight, flexible surfaces suitable for interiors, furniture, yachts, aviation, and large-scale installations. The result is a product that preserves the authenticity of real stone while offering unmatched versatility, sustainability, and performance. From 1mm ultra-thin veneers to 3mm and 5mm structural panels, each piece reflects our commitment to artistry, precision, and innovation. Regal luxe Marble empowers architects, designers, and visionaries to push boundaries — where luxury meets lightness and nature meets technology.;Product;No Website Found;;;;offline_dossier/detailed_reports/regal-luxe-marble/report.md;1mm ultra-thin veneers, 3mm structural panels, 5mm structural panels, natural stone sheets;precision craftsmanship, cutting-edge lamination processes;regalluxemarble.com
n;;Regions Home Improvement Financing;Business Management & Professional Services;Salt Lake City;Utah;S1023;https://www.buildersshow.com/exhibitor/regionsmortgage;;Service;No Website Found;;;;offline_dossier/detailed_reports/regions-home-improvement-financing/report.md;;;
n;;Reinsurance Specialties;Business Management & Professional Services;Kansas City;Missouri;S2186;https://www.buildersshow.com/exhibitor/reinsurancespecialties;;Service;No Website Found;;;;offline_dossier/detailed_reports/reinsurance-specialties/report.md;;;
n;;Reinvestar Capital Group;Business Management & Professional Services;Orlando;Florida;S10202;https://www.buildersshow.com/exhibitor/reinvestarcapitalgroup;;Service;No Website Found;;;;offline_dossier/detailed_reports/reinvestar-capital-group/report.md;;;
;;Renaissance Fireplaces;Interior Finishings & Home Living;St Jerome;Canada;S14103;https://www.buildersshow.com/exhibitor/renaissancefireplaces;Renaissance Fireplaces feature reduced emissions, airtight seals and impressive flame patterns. Our wood-burning fireplaces offer the architect a clean slate when creating various style choices from craftsman to contemporary.;Product;No Website Found;;;;offline_dossier/detailed_reports/renaissance-fireplaces/report.md;wood-burning fireplaces;;renaissancefireplaces.com
;;Renaissance Residential Products;Building Materials;Ramsey;New Jersey;W7589;https://www.buildersshow.com/exhibitor/renaissanceresidentialproducts;;Product;No Website Found;;;;offline_dossier/detailed_reports/renaissance-residential-products/report.md;;;
n;;RENDR;Business Management & Professional Services;Ellicott City;Maryland;S3071;https://www.buildersshow.com/exhibitor/rendr;RENDR is an AI-powered scanning and design platform built by contractors, for contractors. Using just an iPhone or iPad, RENDR instantly turns real-world spaces into detailed floor plans, room takeoffs, and 3D models — eliminating the time and errors of manual measuring and drafting. Its groundbreaking Invite-to-Capture feature lets homeowners or field reps scan spaces remotely, so contractors can quote and design jobs before ever setting foot on site. By integrating with leading tools like Chief Architect and JobTread, RENDR streamlines the entire sales lifecycle — from first scan to final estimate. The result? Faster sales, better accuracy, and more time back for what matters most.;Service;No Website Found;;;;offline_dossier/detailed_reports/rendr/report.md;AI-powered scanning and design platform, detailed floor plans, room takeoffs, 3D models;Invite-to-Capture feature for remote scanning, integration with Chief Architect, integration with JobTread;rendr.com
;;RenewAire LLC;Building Materials;Waunakee;Wisconsin;W8572;https://www.buildersshow.com/exhibitor/renewairellc;As North America’s first static-plate ERV manufacturer, RenewAire is proud to be an industry leader in the HVAC community. For more than 40 years, RenewAire energy recovery ventilators (ERVs) and dedicated outdoor air systems (DOAS) have been recognized for their ease of use, reliability, and energy savings. Our systems provide energy-efficient ventilation and can lower energy costs by up to 65% in commercial and residential spaces. Based in Madison, Wisconsin, we’re committed to sustainability and environmentalism (our facility has three Green Globes, LEED Gold, and ENERGY STAR certifications).;Product;No Website Found;;;;offline_dossier/detailed_reports/renewaire-llc/report.md;energy recovery ventilators (ERVs), dedicated outdoor air systems (DOAS);energy-efficient ventilation;renewaire.com
;;Renlita Doors North America;Building Materials;Bonham;Texas;S1175;https://www.buildersshow.com/exhibitor/renlita;;Product;No Website Found;;;;offline_dossier/detailed_reports/renlita-doors-north-america/report.md;;;
n;;Renovo Financial;Business Management & Professional Services;Chicago;Illinois;S2137;https://www.buildersshow.com/exhibitor/renovofinancial;Employing a one-stop shop model, Renovo offers residential real estate investors a full suite of loan programs, including single family and multi-family rehab, new construction, and 30-year fixed rental loans, as well as in-house underwriting and servicing. Renovo’s commitment to building local long-term client partnerships, combined with its end-to-end product suite, means clients experience the best products and pricing of a national financial institution, but with the attention and service of a nimble local startup. Founded in 2011, Renovo Financial is a fast-growing residential real estate investment lender for entrepreneurs who rehab or build investment properties. Renovo uses local market expertise, real-world underwriting, and a service-driven approach to create financing relationships that deliver more than just simple working capital. Cofounded by Kevin Werner, Daniel Rosen, and Granite Creek Capital Partners, Renovo has become one of the largest residential real estate investment lenders serving the surrounding Chicagoland area, Dallas, Houston, San Antonio, Boston, Miami, Phoenix, San Diego, New Jersey, Rhode Island, Connecticut, and Raleigh, NC.;Service;No Website Found;;;;offline_dossier/detailed_reports/renovo-financial/report.md;single family rehab loans, multi-family rehab loans, new construction loans, 30-year fixed rental loans;in-house underwriting, in-house servicing, financing relationships;renovofinancial.com
;;Renson North America;Outdoor Living, Leisure, & Modular Structures;Carrollton;Texas;S5153;https://www.buildersshow.com/exhibitor/rensoninc;Renson Inc. is a manufacturer of high-quality outdoor sun protection and ventilation solutions, focused on creating healthier, more comfortable spaces to live and work. We’re part of the Renson Group, a family-owned company based in Belgium with over 100 years of experience. Backed by a team of 1,200 people, our headquarters in Belgium remains the center of product innovation and expertise. In the U.S., Renson operates through a growing production and distribution network that allows us to bring our European design and engineering to customers across the country. Whether indoors or outdoors, our solutions are designed to support a better way of living.;Product;No Website Found;;;;offline_dossier/detailed_reports/renson-north-america/report.md;outdoor sun protection, ventilation solutions;;renson.com
;;Residential Elevators, Inc.;Building Materials;Tallahassee;Florida;W3413;https://www.buildersshow.com/exhibitor/residentialelevatorsinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/residential-elevators-inc/report.md;;;
n;;Residential Warranty Company, LLC;Business Management & Professional Services;Harrisburg;Pennsylvania;S3043;https://www.buildersshow.com/exhibitor/residentialwarrantycompanyllc;;Service;No Website Found;;;;offline_dossier/detailed_reports/residential-warranty-company-llc/report.md;;;
;;Resideo;Interior Finishings & Home Living;Scottsdale;Arizona;S8085;https://www.buildersshow.com/exhibitor/resideo;;Product;No Website Found;;;;offline_dossier/detailed_reports/resideo/report.md;;;
;;RESO Inc,;Building Materials;West Palm Beach;Florida;W4371;https://www.buildersshow.com/exhibitor/resoinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/reso-inc/report.md;;;
n;;Ressio Software;Business Management & Professional Services;Washington;District Of Columbia;S8023;https://www.buildersshow.com/exhibitor/ressiosoftware;Ressio Software is an AI-powered construction management platform built for residential home builders and remodelers, replacing spreadsheets and outdated systems with one intuitive workspace. It centralizes estimating, scheduling, budgets, selections, and change orders, while giving clients a modern portal to see progress, approve selections, and track their budget in real time. With automation for project updates and integrated financial workflows, Ressio helps builders reduce manual data entry, avoid costly mistakes, and deliver a smoother, more professional experience on every home.;Service;No Website Found;;;;offline_dossier/detailed_reports/ressio-software/report.md;AI-powered construction management platform;estimating, scheduling, budget management, selection approvals, change order management, client portal access, project updates automation, integrated financial workflows;ressio.com
n;;Retrotec;Construction Tools, Systems, Equipment, & Safety;Everson;Washington State;S9199;https://www.buildersshow.com/exhibitor/retrotec;Retrotec is a world leading provider of building diagnostic tools, including blower door & duct testing systems, and air tightness testing software, digital manometers, and related building diagnostic tools. Retrotec equipment is used around the world, by demanding professionals, to conduct residential energy audits, large building leakage tests, duct leakage tests, and clean agent integrity tests. Our commitment to quality and innovation is reflected not only in Retrotec's products, but also in support and training services. Retrotec provides online courses, webinars, and live training sessions to ensure users can maximize the benefits of their testing equipment. Moreover, our comprehensive support and calibration services ensure that professionals have access to the necessary resources for maintaining the accuracy and reliability of their tools over time. For more detailed information on their products and services, you can visit www.retrotec.com.;Product;No Website Found;;;;offline_dossier/detailed_reports/retrotec/report.md;blower door & duct testing systems, air tightness testing software, digital manometers, building diagnostic tools;online courses, webinars, live training sessions, support and calibration services;retrotec.com
;;rettenmeier ®;Building Materials;Wilburgstetten, Bayern;Germany;S8107;https://www.buildersshow.com/exhibitor/rettenmeierholdingag;rettenmeier ® is a leading European lumber producer with 8 strategic locations across Germany, Latvia, and Slovakia. Backed by advanced sawmill technology, we deliver sawn timber, construction and framing lumber, and engineered wood products worldwide, along with a tailored lumber portfolio for home centers at scale.;Product;No Website Found;;;;offline_dossier/detailed_reports/rettenmeier/report.md;sawn timber, construction and framing lumber, engineered wood products, tailored lumber portfolio;;rettenmeier.com
;;ReVent Ventilation Fans;Interior Finishings & Home Living;Gig Harbor;Washington State;W2767;https://www.buildersshow.com/exhibitor/gtrtechnologiesinc;ReVent combines innovation, performance, and simplicity in every ventilation solution. Stop by booth W2767 in the west hall to experience why builders choose ReVent.;Product;No Website Found;;;;offline_dossier/detailed_reports/revent-ventilation-fans/report.md;;;reventventilationfans.com
;;Revo Materials Technology (Thailand) Co., Ltd.;Global Products;Ko Chan District, Chonburi;Thailand;W8383;https://www.buildersshow.com/exhibitor/revomaterialstechnologythailan;;Product;No Website Found;;;;offline_dossier/detailed_reports/revo-materials-technology-thailand-co-ltd/report.md;;;
;;Reylos Glass Inc.;Building Materials;Miami;Florida;W5252;https://www.buildersshow.com/exhibitor/esrimpactsystemmanufacturingll;;Product;;;;;;;;
;;Reynaers Aluminium;Building Materials;Vaughan;Ontario, Canada;W6888;https://www.buildersshow.com/exhibitor/reynaersaluminium;;Product;No Website Found;;;;offline_dossier/detailed_reports/reynaers-aluminium/report.md;;;
;;RF Transparent;Outdoor Living, Leisure, & Modular Structures;ETOBICOKE;Ontario, Canada;S16083;https://www.buildersshow.com/exhibitor/rftransparent;;Product;No Website Found;;;;offline_dossier/detailed_reports/rf-transparent/report.md;;;
;;Rheem Manufacturing;Building Materials;Fort Smith;Arkansas;W4113;https://www.buildersshow.com/exhibitor/rheemmanufacturing;;Product;No Website Found;;;;offline_dossier/detailed_reports/rheem-manufacturing/report.md;;;
;;Richelieu America Ltd.;Building Materials;Glendale Hights;Illinois;S14135;https://www.buildersshow.com/exhibitor/richelieuamericaltd;;Product;No Website Found;;;;offline_dossier/detailed_reports/richelieu-america-ltd/report.md;;;
;;Rigel Cabinetry;Interior Finishings & Home Living;Burr Oak;Michigan;S4131;https://www.buildersshow.com/exhibitor/rigelcabinetry;Our company is an Amish-owned and operated manufacturer that specializes in providing semi-custom cabinets with cabinet doors and innovative kitchen storage solutions. Our focus is on serving large developers and dealers, but we welcome all businesses to purchase from us. Our commitment to quality and customer satisfaction is evident in every product we make. https://www.rigelcabinetry.net/about-us;Product;Success;info@rigelcabinetry.net;;;offline_dossier/detailed_reports/rigel-cabinetry/report.md;semi-custom cabinets, cabinet doors, innovative kitchen storage solutions;manufacturing of cabinets for large developers and dealers, business purchasing;rigelcabinetry.net
