Company,Segment,City,State/Country,Booth,Website,Description,Role
Warp's®,Building Materials,Chicago,Illinois,W8267,https://www.buildersshow.com/exhibitor/flexoglassinc,"Warp's® is known for its innovative solutions in Top Quality extruded polyethylene plastic sheeting, acrylic safety glazing, storm window materials, drop cloths, lawn & garden plastic products, trash can liners, oversized storage bags, ribbed floor runners and ribbed shelf liners and an array of premium plastic products.  
Since its inception in 1924, Warp's® has transformed from a small enterprise into an industry leader, consistently setting the gold standard for excellence in plastics, proudly made in the USA.",Product
Washbox,"Construction Tools, Systems, Equipment, & Safety","Galston, New South Wales",Australia,S5204,https://www.buildersshow.com/exhibitor/geosentinelaustralia,"Washbox
Washbox is a global leader in professional washout and liquid waste management systems for the construction and custom home building sector. Founded by tradespeople and engineers, Washbox was created to solve one of the industry’s most persistent and overlooked challenges: uncontrolled tool washout that damages sites, risks compliance, and undermines professional standards. 
Designed specifically for modern residential and light commercial construction, Washbox products allow painters, builders, and contractors to clean tools efficiently on site while capturing and containing wash water, waste solids, and microplastic emissions. By keeping liquid waste on site and out of drainage systems, Washbox helps projects maintain clean working environments, protect surrounding communities, and uphold premium build standards. 
At NHBS, Washbox is showcasing its integrated range of practical, job ready solutions, including the Washbox Rocket mobile wash station, the ultra-portable Washbox Rover for vehicle based and residential work, and the RollerWash collar for fast, contained roller cleaning. Together, these products form a complete washout management system designed to fit seamlessly into everyday construction workflows. 
The Washbox Rocket is a battery powered, self-contained multi trade wash station that provides its own water supply and closed loop filtration system. It enables multiple trades to wash tools on site without plumbing connections, discharge points, or permanent infrastructure. Its compact, freestanding design makes it ideal for custom home builds, fit outs, and active renovation projects. 
The Washbox Rover extends this capability into ultra-portable applications, allowing professional washout to take place directly from a vehicle, driveway, or confined residential site. Built for contractors on the move, Rover delivers full containment and waste capture in a compact format suited to single family homes and small-scale projects. 
Complementing these systems, and also available as a standalone device to be used with nay garden hose, the Rollerwash collar provides painters with a simple, controlled method for washing and reusing rollers. By containing wash water and preventing splashing or runoff, it helps improve site cleanliness, extend tool life, and reduce unnecessary waste. 
All Washbox systems are designed around three core principles: efficiency, professionalism, and environmental responsibility. Every product is engineered to save time, reduce mess, and simplify compliance, while supporting higher standards of workmanship and site management. 
Washbox is also the world’s first app connected wash station platform, giving users access to a secure cloud dashboard where they can view water use, waste captured, and pollution prevented across individual projects or portfolios. This data driven approach supports transparent reporting, quality assurance, and continuous improvement for builders and contractors. 
With deployments across Australia, the United Kingdom, North America, and Europe, Washbox solutions are already trusted on hundreds of projects worldwide. The company works closely with builders, manufacturers, and supply partners to ensure its products meet real world jobsite needs and are ready for professional distribution at scale. 
For custom home builders, tradespeople, and distributors, Washbox represents the new standard in washout management: practical, proven systems that protect reputation, improve efficiency, and support better building practices.",Product
Watkins Sawmill/Saferwood Chemco,Building Materials,Maple Ridge,"British Columbia, Canada",W6153,https://www.buildersshow.com/exhibitor/watkinssawmillsaferwoodchemco,Please stop by and visit our booth,Product
Waudena Entrance Systems,Building Materials,Schofield,Wisconsin,W2523,https://www.buildersshow.com/exhibitor/waudenaentrancesystems,Please stop by and visit our booth,Product
Wayfair Professional,Interior Finishings & Home Living,Boston,Massachusetts,S10103,https://www.buildersshow.com/exhibitor/wayfairprofessional,Please stop by and visit our booth,Product
Wayne Dalton Garage Doors & The Genie Company,Building Materials,Lewisville,Texas,W6867,https://www.buildersshow.com/exhibitor/waynedalton,Please stop by and visit our booth,Product
WeatherStrong Outdoor Cabinetry,Interior Finishings & Home Living,Bartow,Florida,S18037,https://www.buildersshow.com/exhibitor/idealcabinetry,"WeatherStrong® Outdoor Cabinetry - Outdoor Strength with Indoor Style. Crafted using our exclusive weather-resistant cabinet system, designed to stand up to sun, rain, salt air, and snow without sacrificing style. With rich textures and timeless finishes, we bring the look and feel of indoor cabinetry to outdoor spaces.  We’re proud to produce and assemble every cabinet in the USA and back it with responsive, real support. Orders ship in just 7-10 business days, and our Assemble On-Site (AOS) program offers shipping in as fast as 2 business days, perfect for pros who need speed without compromise. At WeatherStrong® we’re more than a cabinet company. We’re a family business helping people build luxurious outdoor spaces where life happens. That’s The WeatherStrong® Difference. 
Founded in 2006, Ideal Cabinetry was born with a clear purpose: to make high-quality, semi-custom indoor and outdoor cabinetry more accessible, with faster lead times, better value, and a partner-first approach. But our story goes deeper. Backed by over 75 years of combined industry experience, our leadership team has helped shape the cabinetry landscape for decades. bringing proven expertise, thoughtful innovation and a relentless drive to improve how kitchens and baths come together. Today, we operate more than 750,000 square feet of state-of-the-art manufacturing space, staffed by over 700 skilled employees who share a commitment to precision, consistency, and pride in every product we make.",Product
Weber Knapp Company,Interior Finishings & Home Living,Jamestown,New York,S10109,https://www.buildersshow.com/exhibitor/weberknappcompany,Please stop by and visit our booth,Product
wedi Corporation,Building Materials,Batavia,Illinois,W7567,https://www.buildersshow.com/exhibitor/wedicorporation,"wedi, pronounced “vee-dee”, is the expert brand known for making the ultimate shower system for over 40 years. In our Batavia, Illinois factory, and our German factory we proudly make best-in-class shower systems including premium performance shower systems like wedi Fundo® and other designed-for-value shower systems like wedi® S-DRY™ which help you cater to speciﬁc project situations or diﬀerent customer budgets.",Product
Wells Fargo Home Mortgage,Business Management & Professional Services,Des Moines,Iowa,S6023,https://www.buildersshow.com/exhibitor/wellsfargohomemortgage,"Booth #S6023 
Wells Fargo Home Mortgage Getting your buyers in more homes. 
Wells Fargo has been providing unmatched builder support and financing for your customers for more than 30 years. Work directly with our local, knowledgeable new-construction specialists. 
You'll have the support of a strong, experienced team to help answer your needs and your buyers will have a nationwide network of home mortgage consultants with a wide array of products and programs that can be customized to meet their needs including: 

A $5000 closing cost credit available to eligible buyers through our Plan. Home. ℠

program when buying a primary home. Click for more information. 

Our Homebuyer Access℠ grant which provides $10,000 in down payment assistance to eligible borrowers buying a home in select locations. Click to learn more.
Builder Spec Lock1 has returned, providing a flexible and cost-effective solution compared to forward commitments. With a required, non-refundable Builder Spec Lock fee, you can lock a rate and focus on what matters - getting more buyers into your homes. Click for more

1 The Builder Spec Lock fee allows you to lock in a range of interest rates on one lock per property for 90 or 120 days. 
The locked interest rate range may be used on any property you own. It cannot be transferred to a property owned by another party. You must provide Wells Fargo Bank, N.A. (“Lender”) a binding real estate sales contract for a property at least 30 days prior to lock expiration. If the lock is not transferred to a homebuyer by the expiration date, it will be cancelled. Lender cannot guarantee a loan will close before the lock expires. If the buyer requires additional time to close, the buyer may request a rate lock extension, which will be subject to our rate lock extension policy. 
Available only on agency, non-agency, FHA, and VA loans. 
Equal Housing Lender.",Service
"Wenzhou Boosteel E-commerce Co., Ltd","Construction Tools, Systems, Equipment, & Safety","Wenzhou, Zhejiang",China,W8575,https://www.buildersshow.com/exhibitor/wenzhouboosteelecommercecoltd,"We are committed to producing the value for money and high-quality faucet, shower item and bathroom hardware set by minimizing the profit so that everyone can enjoy the most affordable value.",Product
"Wenzhou Huaya Electric Co., Ltd.",Interior Finishings & Home Living,"Yueqing, Zhejiang",China,W9336,https://www.buildersshow.com/exhibitor/wenzhouhuayaelectriccoltd,"Wenzhou Huaya Electric Co., Ltd was established in 2005. We specialize in the manufacture of USA Standard Switches, Receptacles, GFCI, USB  Outlets, Power Strips, Dimmers, Wall Plates, Wiring Boxes and etc. Over the past two decades, we have systematically expanded our operations to occupy a modern production base more than 20,000 square meters, equipped with advanced production lines and testing facilities. We have grown from a local manufacturer to an internationally recognized producer of American standard electrical appliances.  
      We have obtained ISO9001, UL/cUL and ETL/cETL certifications, which are crucial for entering the international markets. We mainly export to the North American market, South American market and we also sell to the Southeast Asia countries. Our unwavering pursuit of quality and performance has earned us consistent praise from customers in all the markets we serve. We are determined to maintain this standard and continue to offer high-quality products.",Product
"Wenzhou Mingguan Import & Export Co., Ltd.",Interior Finishings & Home Living,"Wenzhou, Zhejiang",China,W8583,https://www.buildersshow.com/exhibitor/wenzhoumingguanimportexportcol,"MINGGUAN,located in the downtown area of wenzhou city ,China , profiting from the convenient transportation and enjoying a favorable climate , is a professional export - oriented enterprise. Our company is a manufacturer of furniture handles and door accessories with well - equipped testing facilities and strong technical force . With a wide range good quality , reasonable prices and stylish designs Our products are widely recognized and trusted by users and can meet continuously changing economic and social needs. We welcome new and old customers from all walks of life to contact us for future business relationships and mutual success !",Product
"WENZHOU ZHIXIN INTELLIGENT LOCK INDUSTRY CO., LTD","Construction Tools, Systems, Equipment, & Safety","Wenzhou, Zhejiang",China,W9121,https://www.buildersshow.com/exhibitor/wenzhouzhixinintelligenttechno,"Main Products: Smart Lock, Zinc Alloy Door LockWenzhou Zhixin Intelligent Lock Industry Co., Ltd. was established in 2012, is a scientific research, production and sales as one, domestic and foreign trade combined, specializing in the production of intelligent locks, zinc alloy interior door locks a variety of engineering supporting hardware technology-based enterprises.The company has professional die-casting, processing, polishing and various automatic equipment, products are exported to Southeast Asia, Europe and the United States.Our company has built up a strong R&D team and devoted the energy into developing high quality, newly patents and most-cost effective products..""Quality of trust, integrity of service"" is our consistent purpose, customer satisfaction is our greatest wish. We will take this opportunity to sincerely cooperate with customers at home and abroad to create brilliant!",Product
West Fraser,Building Materials,Toronto,"Ontario, Canada",W6553,https://www.buildersshow.com/exhibitor/westfraser,Please stop by and visit our booth,Product
West Wood Products,Building Materials,Rancho Dominguez,California,W8071,https://www.buildersshow.com/exhibitor/westwoodproducts,Please stop by and visit our booth,Product
Western Forest Products,Building Materials,Vancouver,United States Of America,W6843,https://www.buildersshow.com/exhibitor/westernforestproducts,Please stop by and visit our booth,Product
Westlake Royal Building Products,Building Materials,Columbus,Ohio,P1905,https://www.buildersshow.com/exhibitor/westlakeroyalbuildingproducts,"Westlake Royal Building Products is a leader throughout North America in the innovation, design, and production of a broad and diverse range of exterior and interior building products, including Siding and Accessories, Trim and Mouldings, Roofing, Stone, Windows, and Outdoor Living. Westlake Royal Building Products manufactures high-quality, low-maintenance products to meet the specifications and needs of building professionals, homeowners, architects, engineers, and distributors, while providing stunning curb appeal with an unmatched array of colors, styles, and accessories.",Product
Westlake Royal Roofing Solutions,Building Materials,Columbus,Ohio,W3743,https://www.buildersshow.com/exhibitor/westlakeroyalroofingsolutions,Please stop by and visit our booth,Product
Westlake Royal Siding and Trim Solutions,Building Materials,Columbus,Ohio,W3743,https://www.buildersshow.com/exhibitor/westlakeroyalsidingandtrimsolu,Please stop by and visit our booth,Product
Westlake Royal Stone Solutions,Building Materials,Columbus,Ohio,W3743,https://www.buildersshow.com/exhibitor/westlakeroyalstonesolutions,Please stop by and visit our booth,Product
Weston Wood Solutions Inc.,Building Materials,Brampton,"Ontario, Canada",W6449,https://www.buildersshow.com/exhibitor/westonwoodsolutionsinc,Please stop by and visit our booth,Product
Weyerhaeuser,Building Materials,Seattle,Washington State,W4457,https://www.buildersshow.com/exhibitor/weyerhaeuser,Please stop by and visit our booth,Product
WhisperKOOL Wine Cellar Cooling Systems,Interior Finishings & Home Living,Stockton,California,S11064,https://www.buildersshow.com/exhibitor/whisperkool,"For more than three decades, WhisperKOOL has partnered with builders, designers, and architects to create premium wine storage environments that perform as beautifully as they look. Our systems are engineered with the industry in mind—offering flexibility, innovative features, and dependable climate control for cellars of every size, style, and configuration. 
We collaborate with professionals throughout the design and construction process, providing expert sizing guidance, layout recommendations, installation support, and long-term customer care. This partnership-driven approach allows us to continually refine our technology and introduce solutions that simplify your projects and elevate your clients’ wine-cellar experience. 
From compact through-the-wall units to fully ducted and split systems designed for design-forward spaces, WhisperKOOL offers reliable climate-control solutions for any project. We’re here to help you deliver performance, reliability, and peace of mind—bottle after bottle, cellar after cellar.",Product
"Williams-Sonoma, Inc. Business to Business",Interior Finishings & Home Living,Brooklyn,New York,S11095,https://www.buildersshow.com/exhibitor/williamssonomaincb2b,Please stop by and visit our booth,Product
Wilsonart Engineered Surfaces,Interior Finishings & Home Living,Temple,Texas,P1900,https://www.buildersshow.com/exhibitor/wilsonartinternational,Please stop by and visit our booth,Product
WindsorONE,Building Materials,Petaluma,California,W7961,https://www.buildersshow.com/exhibitor/windsorone,"WindsorONE is a completely vertically integrated company with two U.S. based mills, in Willits, CA and Surry, VA. We offer interior and exterior trim boards, specialty boards, and moldings. All WindsorONE boards come with a three coat, 100% acrylic latex, industry leading primer ensuring a smooth finish.  We offer two types of boards, Traditional and 30-year warranty Protected which are protected against insects, rot, and mold. ALL WindsorONE Trim Boards have a Gold Indoor Air Quality Rating; yes even WindsorONE Protected boards are safe to use on the interior. Builders use WindsorONE because every stick of WindsorONE is smooth, straight and comes with an industry leading prime coat. Focusing on detail and craftsmanship is what has made WindsorONE a leader in the interior/exterior trim market since 1972.",Product
Wine Guardian,Interior Finishings & Home Living,North Syracuse,New York,S16079,https://www.buildersshow.com/exhibitor/wineguardian,"Wine Guardian is a leading provider of climate controlled wine storage solutions. We offer the most advanced and reliable wine cellar cooling units in the industry. 
Our expertise in climate control systems, commitment to quality, and over two decades of industry experience make Wine Guardian the right choice for your next wine cellar project. Talk to us at our booth or visit our website to find the perfect solution for your wine cooling needs. 
Wine Guardian products range from our extensive offering of wine cellar cooling units for any sized wine room to wine cellar humidifiers, sensors, and other accessories.",Product
"Wine Rack Concepts, LLC",Interior Finishings & Home Living,Cincinnati,Ohio,S13141,https://www.buildersshow.com/exhibitor/winerackconceptsllc,Please stop by and visit our booth,Product
Wineracks.com,Interior Finishings & Home Living,Tillson,New York,S17052,https://www.buildersshow.com/exhibitor/winerackscominc,Please stop by and visit our booth,Product
WinTech,Building Materials,Monett,Missouri,W6786,https://www.buildersshow.com/exhibitor/wintech,"WinTech Inc. Your Partner in Residential Window Solutions 
WinTech Inc. is a 100% employee-owned manufacturer delivering quality vinyl windows from our facilities in Monett and Cassville, Missouri. Since 1991, we've built our reputation on integrity, responsive service, and products that perform. 
Our residential window lineup includes the OzarkView and RidgeView series: single hung, double hung, slider, and fixed units engineered to meet AAMA performance standards. Whether you need standard configurations or custom solutions, we manufacture to your specifications with competitive lead times. 
For distributors and contractors seeking a dependable manufacturing partner, WinTech offers the flexibility of a regional producer with the capacity to support your growth. Our employee-owners take pride in every window that leaves our facilities. 
Visit our booth to discuss how WinTech can strengthen your product offering. 
W6786 | 800-365-4924",Product
Wisable Business Brokers and M&A Advisors,Business Management & Professional Services,New York,New York,S5156,https://www.buildersshow.com/exhibitor/wisable,"Wisable is a tech-enabled M&A advisory firm that helps owners of high-value residential and commercial service businesses secure a professional, streamlined exit for the best possible price. We specialize in high-multiple sectors including Building, HVAC, Plumbing, Roofing, and Pest Control, helping founders maximize their market value. 
Our team brings over 80 years of combined experience as financial professionals and business operators who understand what it takes to build a scalable service company. We have guided business sales representing over $1 billion in total value across hundreds of transactions. By leveraging tech-driven analysis and a proprietary nationwide network, we connect owners of businesses generating $1.5M+ in revenue with elite, vetted buyers who recognize the premium value of technology-driven operations.",Service
"WMGRASS (THAILAND) CO., LTD.","Outdoor Living, Leisure, & Modular Structures",,Thailand,S8210,https://www.buildersshow.com/exhibitor/wmgrassthailandcoltd,Please stop by and visit our booth,Product
Wolf Outdoor Living,"Outdoor Living, Leisure, & Modular Structures",Irving,Texas,S1119,https://www.buildersshow.com/exhibitor/fortressrailingproducts,Please stop by and visit our booth,Product
Woodland Direct,"Outdoor Living, Leisure, & Modular Structures",Auburn Hills,Michigan,S5109,https://www.buildersshow.com/exhibitor/woodlanddirect,Please stop by and visit our booth,Product
Woodpecker Timber Framing,Building Materials,Canmore,"Alberta, Canada",W6253,https://www.buildersshow.com/exhibitor/woodpecker,"Woodpecker Timber Framing Ltd is a design and manufacturing company specializing in timber framing, mass timber building solutions and pre-fabricated structures.",Product
Woodtone,Building Materials,Chilliwack,"British Columbia, Canada",W6153,https://www.buildersshow.com/exhibitor/woodtone,"We are a building products company. We produce beautiful, durable, high-quality products that builders and homeowners can depend on and feel proud of. Our dedicated people set us apart from our competition. Our personalized service approach and commitment to our craft is how we give our customers the confidence to know they are building with people who care. 
We proudly produce building solutions that last, including: 
RusticSeries™: two-tone rustic look lap, shake, panel siding and our newest product RusticSeries Smooth 
AbsoluteCedar™: Engineered cedar trim, siding, structural posts and timbers 
Wall & Ceiling Collection: Interior and exterior wall and ceiling panels 
RealWood™: Primed Trim, structural posts and one-piece corners 
ColorSelect™: Custom solid color coating on lap, shakes, panels and trim 
It’s not just business. It’s relationships and we’re here to help you.",Product
"Working Concepts, Inc.","Construction Tools, Systems, Equipment, & Safety",Gresham,Oregon,S13170,https://www.buildersshow.com/exhibitor/workingconceptsinc,"Working Concepts, Inc is a family-owned business that has been operating since 1997. We design and manufacture ergonomic knee protection and standing mats.  Some of our products are SoftKnees® no strap knee pads, Ergokneel® kneeling mats and Extreme Standing Mats® for standing and kneeling without pain.",Product
WorldBids,Building Materials,Livermore,California,W7882,https://www.buildersshow.com/exhibitor/worldbids,"Sell Smarter. Reach Buyers Ready to Purchase. 
Buy Lumber With Confidence. Not Guesswork. 
WorldBids leverages cutting-edge technology to revolutionize the bidding process. Our platformoffers the most intuitive way to conduct business in the lumber market. 
WorldBids streamlines your sourcing process by replacing endless emails and phone calls witha single, streamlined bid request. By connecting you directly to a vast vendor pool, our platformcreates a competitive environment that drives down costs and provides anonymous pricevalidation to ensure you’re always getting the fairest market rate. It’s a quick, effortless way to gaintotal pricing visibility and secure the best possible value for your business.",Product
Worldpay,Business Management & Professional Services,Cincinnati,Ohio,S5195,https://www.buildersshow.com/exhibitor/worldpay,Please stop by and visit our booth,Service
WorldTeams,Business Management & Professional Services,Fleming Island,Florida,S2067,https://www.buildersshow.com/exhibitor/worldteams,"WorldTeams is a strategic outsourcing partner dedicated exclusively to the residential construction industry. We empower homebuilders to scale their operations efficiently by providing high-level remote talent in critical areas such as estimating, CAD design, project coordination, and back-office support. Our mission is to help builders reduce overhead and streamline workflows, allowing their local teams to focus on what they do best: building quality homes.",Service
"Worldwide Door Components, Inc.",Building Materials,Lutz,Florida,W6790,https://www.buildersshow.com/exhibitor/worldwidedoorcomponentsinc,Please stop by and visit our booth,Product
Wrango Tools,"Construction Tools, Systems, Equipment, & Safety",Providence,Rhode Island,W7793,https://www.buildersshow.com/exhibitor/wrangotools,"Wrango Tools was founded in 2022 by industry veterans with 20+ years of experience developing hand tools, titanium tools, hammers, axes, knives, striking and struck tools, and pneumatic tools. We partner with Farm Rescue to give back a portion of profits to help farmers and rural America.",Product
Wrap-It Storage,"Construction Tools, Systems, Equipment, & Safety",St Paul,Minnesota,S12197,https://www.buildersshow.com/exhibitor/wrapitstorage,"Wrap-It Storage 
The best solutions to organize cords, hoses, rope, and so much more! 
Wrap-It Storage:  A Strategic Partner 
- Category Leader in Innovation 
- Customer-focused Packaging 
- Strong Value / Quality Equation 
- Family Business / Integrity",Product
"Wuhan Tri Link Twes New Material Co., Ltd.",Interior Finishings & Home Living,"Wuhan, Hubei",China,W8674,https://www.buildersshow.com/exhibitor/wuhantrilinktwesnewmaterialcol,"Tri Link Twes – Global Leader in Advanced Waterproofing & Insulation Solutions. Established in 2005 and headquartered in Wuhan, China, with a modern manufacturing facility in Suqian, Jiangsu Province, we combine 20 years of specialized expertise with cutting-edge R&D to deliver high-performance building material solutions.",Product
"Wuqiang Jindi Glass Fiber Co., Ltd.",Building Materials,"Hengshui, Hebei",China,W8646,https://www.buildersshow.com/exhibitor/wuqiangjindiglassfibercoltd,"Jindi Glass Fiber Co., Ltd. (Abbreviation: JINDI, Brand: Gold Screen) was founded in 2005. lt is located in Wuqiang county, Hebei province of China. lt specializes in producing various screenings for doors, windows and porches, etc. All products are healthy and have been certified for product performance by professional testing institutions like SGS and TUV. JINDI has also obtained series of ISO certifications. JINDI has devoted itself to research and development, expanding its product lines, improving product performance, and has gained unique technologies and extensive experience in the manufacturing processes since its establishment.",Product
"Wuqiang Xinlong Techonology Co.,Ltd",Global Products,"Hengshui, Hebei",China,W8756,https://www.buildersshow.com/exhibitor/wuqiangxinlongtechnologycoltd,"Wuqiang Xinlong Technology Co., Ltd. was registered in 2020. The company was formerly a factory specializing in the production of fiberglass insect screen for more than 20 years, and with experience of export more than 15 years.  Now it is a company mainly production and sales of fiberglass insect screen. Meanwhile , the boss own a trading company HENGSHUI JINGWEI ZONGHENG IMPORT AND EXPORT CO.,LTD. to satisfiled more required products beside by customers. 
The company has coated plastic, warping, textile, shaping, testing a full set of product production processes.  Among them, there are 4 plastic coating production lines",Product
"Wuxi Qida Tape Co., Ltd.",Building Materials,"Wuxi, Jiangsu",China,W8562,https://www.buildersshow.com/exhibitor/wuxiqidatapecoltd,Please stop by and visit our booth,Product
WVH,Interior Finishings & Home Living,Tolleson,Arizona,W6877,https://www.buildersshow.com/exhibitor/thewoodveneerhub,Please stop by and visit our booth,Product
Wythe Windows,Building Materials,Ramsey,New Jersey,W5257,https://www.buildersshow.com/exhibitor/wythewindows,Please stop by and visit our booth,Product
"Xiamen East Phenix Import.& Export.Co., Ltd",Global Products,"Xiamen, Fujian",China,W8644,https://www.buildersshow.com/exhibitor/xiameneastpheniximpexpcoltd,"As a leading company in the stone‑culture industry, Xiamen East Phenix Imp. & Exp. Co., Ltd. is a comprehensive processing and trading enterprise located in the well‑known hub of China’s construction materials industry—Zhongtai Stone Control Zone, Sunei, Shijing Town, Nan’an City, Fujian.",Product
"Xiamen Forbetter Sanitary Ware Co., Ltd.",Building Materials,"Xiamen, Fujian",China,W4283,https://www.buildersshow.com/exhibitor/xiamenforbettersanitarywarecol,"FBT specializes in certified lead-free and sensor faucets with patented quick-install technology. As a TPS-Driven manufacturer with ISO9001, NSF, CUPC, Watermark Certifications and THD, Lowes, Costco audit approvals, we deliver innovation, reliable kitchen & bathroom solutions through customer-focused operations.",Product
"Xiamen Global Kitchen Homeware Co., Ltd.",Building Materials,"Xiamen, Fujian",China,W9335,https://www.buildersshow.com/exhibitor/xiamenglobalkitchenhomewarecol,"Global Artisan is Malaysia factory, which specializes in kitchen cabinets, vanities and countertops mainly for USA market.",Product
Xiamen Guangshenghong Technology Limited Company,Interior Finishings & Home Living,"Xiamen, Fujian",China,W8746,https://www.buildersshow.com/exhibitor/xiamenguangshenghongtechnology,Please stop by and visit our booth,Product
"Xiamen HF Roll Machinery Co., Ltd.","Construction Tools, Systems, Equipment, & Safety","Xiamen, Fujian",China,S10113,https://www.buildersshow.com/exhibitor/xiamenhfrollmachinerycoltd,Please stop by and visit our booth,Product
"Xiamen KDS Building Material Co., Ltd",Global Products,"Xiamen, Fujian",China,W8658,https://www.buildersshow.com/exhibitor/xiamenkdsbuildingmaterialcoltd,"XIAMEN KDSBUILDING MATERIAL CO.,LTD is Chinese professional manufacturer and exporter of commercial and private windows and doors for more than ten years. Our Xiamen branch plant covers an area of 5,000 square meters. Its annual output has reached 100,000 square meters. And our Beijing branch plant is high-end manufacturer of wood windows and doors.Our products range: Aluminum windows, aluminum doors, wooden windows and doors, aluminum or wood shutters, aluminum railing, UPVC windows and doors, rolling garage doors, kitchen cabinets, etc. Our products have passed international certifications, for example, our windows and doors have been certified by CE(Europe) and AS2047 NATA audited lab testing in Australia.In our factories we equip advanced German equipment and control software to standardize production. Or skillful workers have responsible and innovative attitude towards each product, and check every detail. We strive for excellence all the way, never stop!At present, we have partners at Australia and have built a strong marketing team at this area. Now our windows and doors have exported to USA, UK, Canada, Australia, Philippines, Norway, etc. Meanwhile we also offer serial supplying building materials service to satisfy multiple level of purchasing needs. So please do not hesitate to contact with us if you have any enquiry for building materials including windows, doors, shutters, deck railing, cabinets, etc.",Product
"Xiamen Stone Mast Co., Ltd",Building Materials,"Xiamen, Fujian",China,S17042,https://www.buildersshow.com/exhibitor/xiamenstonemastcoltd,"STONE MAST CO., LTD  is a professional stone manufacturer that was founded in 2008. We specialize in kitchen tops and vanity tops, wall panels and floor tiles, exterior cut-to-size projects, etc . We have supplied for many overseas projects and enjoy a good reputation. We have one stone fabrication factory, with skillful workers who have worked with us since 2008. We own 4 quartz production lines in China, and 3 lines in Malaysia, supplying quartz slabs and cut-to-size countertops and tiles. STONE MAST CO., LTD belongs to BGS group, follow the culture, keep studying, keep improving, THERE IS NO BEST, ONLY BETTER.",Product
"Xiamen Yadonglong Import and Export Co., Ltd.",Building Materials,"Xiamen, Fujian",China,W9440,https://www.buildersshow.com/exhibitor/xiamenyadonglongimpexpcoltd,"Trendmax Cabinetry is a direct manufacturer of distinctive and stylish cabinetry for kitchens and bathrooms. We cover an area of 20,000 for workshop and warehouse and have utilized technology experiences and a dedicated team to become one of the leading manufacturer of cabinetry. 
Our goal is to provide our customers the highest quality of cabinets available at an affordable price. Our cabinets are uniquely designed for high quality and elegant cabinetry. Project scheduling is carefully accomplished and coordinated with the manufacturing team to ensure on-time. 
We choose the wood species and a wide selection of sizes that's right for you. Due to the natural characteristics, no two wood doors will ever look exactly alike. We only chooses the best quality of wood with the most popular finish, so please feel confident and enjoy yourself with a brand new kitchen from Trendmax. 
Trendmax cabinets are a blend of custom quality features and traditional stock cabinetry to offer you a new alternative choice to your business. Enjoy them from your first order and expand your business faster than you expect!",Product
"Xinruichen technology (Beijing) Co. , Ltd.","Outdoor Living, Leisure, & Modular Structures",Hialeah,Florida,S3185,https://www.buildersshow.com/exhibitor/akuavitusbathmoreinc,Please stop by and visit our booth,Product
"Yako Hardware Manufacturer Co., Ltd",Building Materials,"Jiangmen, Guangdong",China,W8657,https://www.buildersshow.com/exhibitor/yakohardwaremanufacturercoltd,"Yako Hardware Manufacturer Co., Ltd is a professional manufacturer and exporter of architectural hardware products, including products for doors, windows, furniture, glass, bathroom, kitchenware, stairs and outdoor since 2003. We are focusing on product professionalism to provide our customers the best service and quality. 
Covering an area of 6,000 square meters, owning 10 production lines and nearly 200 workers, Yako could offer over 3,000 solutions for architectural projects and interior designs. All of our products are regularly reviewed to ensure the widest range for providing our customers with a one-station purchase. We improve the quality control process and confirm prices according to the current cost of raw materials in the market to make sure our customers always get the most reasonable deal. 
Over the years since Yako was established, we have accumulated experience and knowledge on how to make our customers satisfied, besides product quality. We understand that a responsible after-sales service means the best help and treatment for our customers, and we are always proud to have been recognized by our customers in this aspect.",Product
"Yantai Yubing Trading Co., Ltd.",Global Products,"Yantai, Shandong",China,W9147,https://www.buildersshow.com/exhibitor/yantaiyubingtradingcoltd,"Leveraging the abundant forest resources and solid industrial foundation in the local and surrounding areas, our company specializes in wood processing and the full-chain production of wood products. Equipped with internationally advanced drying technology and precision woodworking equipment, we have accumulated nearly 20 years of experience in manufacturing table tops and bench tops for the US market, and are committed to providing high-quality wooden products for both domestic and overseas.",Product
"Yarde Metals, Inc.",Building Materials,Southington,Connecticut,W7773,https://www.buildersshow.com/exhibitor/yardemetalsinc,"Yarde Metals is a multi-metal service center specializing in aluminum, stainless steel, carbon steel, brass, and copper, offering a broad selection of standard and specialty sizes. Yarde provides advanced processing services for quick turnaround and fast delivery. Yarde maintains ISO 9001:2008 and Aerospace AS9100:2009 Rev C certifications to ensure consistent quality.",Product
